id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      
493,"Steadman K.J., Burgoon M.S., Lewis B.A., Edwardson S.E., Obendorf R.L.",2001,"Minerals, phytic acid, tannin and rutin in buckwheat seed milling fractions",STEADMAN 2001,Journal of the Science of Food and Agriculture,81,,1094-1100,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
314,"Stecher G., Huck C.W., Popp M., Bonn G.K.",2001,Determination of flavonoids and stilbenes in red wine and related biological products by HPLC and HPLC-ESI-MS-MS,STECHER 2001,Fresenius Journal of Analytical Chemistry,371,1,73-80,2005-06-10 09:36:31 UTC,2015-04-14 13:50:31 UTC      
640,"Stevens J.F., Taylor A.W., Deinzer M.L.",1999,Quantitative analysis of xanthohumol and related prenylflavonoids in hops and beer by liquid chromatography_tandem mass spectrometry,STEVENS 1999,Journal of Chromatography A,832,,97-107,2015-04-13 21:45:27 UTC,2015-04-14 13:50:32 UTC      
61,"Stewart A.J., Mullen W., Crozier A.",2000,Occurrence of flavonols in tomatoes and tomato-based products,STEWART 2000,Journal of Agricultural and Food Chemistry,48,7,2663-9,2003-12-05 10:41:49 UTC,2015-04-14 13:50:32 UTC      
340,"Stewart A.J., Mullen W., Crozier A.",2005,On-line high-performance liquid chromatography analysis of the antioxidant activity of phenolic compounds in green and black tea,STEWART 2005,Molecular Nutrition and Food Research,49,1,52-60,2015-04-13 21:45:25 UTC,2015-04-14 13:50:32 UTC      
917,"Stoner G.D., Sardo C., Apseloff G., Mullet D., Wargo W., Pound V., Singh A., Sanders J., Aziz R., Casto B., Sun X.",2005,Pharmacokinetics of anthocyanins and ellagic acid in healthy volunteers fed freeze-dried black raspberries daily for 7 days,STONER 2005,J Clin Pharmacol,45,10,1153-1164,2015-04-13 21:45:28 UTC,2015-04-14 13:50:33 UTC      
1010,"Stracke B.A., Rufer C.E., Bub A., Seifert S., Weibel F.P., Kunz C., Watzl B.",2010,"No effect of the farming system (organic/conventional) on the bioavailability of apple (Malus domestica Bork., cultivar Golden Delicious) polyphenols in healthy men: a comparative study",STRACKE 2010,Eur J Nutr,49,5,301-10,2015-04-13 21:45:29 UTC,2015-04-14 13:50:33 UTC      
864,"Strandas C., Kamal-Eldin A., Andersson R., Aman P.",2008,Composition and properties of flaxseed phenolic oligomers,STRANDAS 2008_01,Food Chemistry,110,1,106-12,2009-06-05 10:46:50 UTC,2015-04-13 21:45:28 UTC      
871,"Strandas C., Kamal-Eldin A., Andersson R., Aman P.",2008,Phenolic glucosides in bread containing flaxseed,STRANDAS 2008_02,Food Chemistry,110,4,997-99,2009-12-05 11:56:28 UTC,2015-04-13 21:45:28 UTC      
405,"Stratil P., Klejdus B., Kuban V.",2006,Determination of total content of phenolic compounds and their antioxidant activity in vegetables - evaluation of spectrophotometric methods,STRATIL 2006,Journal of Agricultural and Food Chemistry,54,3,607-616,2015-04-13 21:45:25 UTC,2015-04-14 13:50:34 UTC      
920,"Suarez M., Romero M.P., Macia A., Valls R.M., Fernandez S., Sola R., Motilva M.J.",2009,Improved method for identifying and quantifying olive oil phenolic compounds and their metabolites in human plasma by microelution solid-phase extraction plate and liquid chromatography-tandem mass sp,SUAREZ 2009,J Chromatogr B Analyt Technol Biomed Life Sci,877,32,4097-106,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      
1298,"Suárez-Jacobo, A., Saldo, J., Rüfer, C.E., Guamis, B., Roig-Sagués, A.X., Gervilla, R.",2011,Aseptically packaged UHPH-treated apple juice: Safety and quality parameters during storage,SUAREZ-JACOBO 2011,Journal of Food Engineering,IN PRESS,,,2015-04-13 21:45:31 UTC,2015-04-13 21:45:31 UTC      
157,"Suarez-Valles B., Santamaria-Victorero J., Mangas-Alonso J.J., Blanco-Gomis D.",1994,High performance liquid chromatography of the neutral phenolic compounds of low molecular weight in apple juice,SUAREZ-VALLES 1994,Journal of Agricultural and Food Chemistry,42,12,2732-2736,2004-10-08 10:02:34 UTC,2015-04-13 21:45:23 UTC      
1195,"Sultana B., Anwar F., Iqbal S.",2008,Effect of different cooking methods on the antioxidant activity of some vegetables from Pakistan,SULTANA 2008,Journal of Food Science and Technology,43,,560-567,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      
132,"Sun J., Chu Y.F., Wu X., Liu R. H.",2002,Antioxidant and antiproliferative activities of common fruits,SUN 2002,Journal of Agricultural and Food Chemistry,50,25,7449-7454,2004-11-05 14:18:19 UTC,2015-04-13 21:45:23 UTC      
491,"Sun-Lim K., Sung-Kook K., Cheol-Ho P.",2004,Introduction and nutritional evaluation of buckwheat sprouts as a new vegetable,SUN-LIM 2004,Food Research International,37,,319-327,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
707,"Suresh D., Manjunatha H., Srinivasan K.",2007,"Effect of heat processing of spices on the concentrations of their bioactive principles: turmeric (Curcuma longa), red pepper (Capsicum annuum) and black pepper (Piper nigrum)",SURESH 2007,Journal of Food Composition and Analysis,20,"3-4, The e",346-351,2007-01-11 16:13:28 UTC,2015-04-13 21:45:27 UTC      
328,"Suzuki T., Someya S., Hu F., Tanokura M.",2005,Comparative study of catechin compositions in five Japanese persimmons (Diospyros kaki),SUZUKI 2005,Food Chemistry,93,1,149-152,2005-12-10 16:04:32 UTC,2015-04-13 21:45:25 UTC      
1274,"Syamaladevi, R.M., Andrews, P.K., Davies, N.M., Walters, T., Sablani, S.S.",2012,"Storage effects on anthocyanins, phenolics and antioxidant activity of thermally processed conventional and organic blueberries",SYAMALADEVI 2012,Journal of the Science of Food and Agriculture,92,4,916-924,2015-04-13 21:45:31 UTC,2015-04-14 13:50:37 UTC      
548,"Szwajgier D., Pielecki J., Targonski Z.",2005,The release of ferulic acid and feruloylated oligosaccharides during wort and beer production,SZWAJGIER 2005,Journal of the Institute of Brewing,111,4,372-379,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
624,"Tabernero M., Serrano J., Saura-Calixto F.",2006,The antioxidant capacity of cocoa products: contribution to the Spanish diet,TABERNERO 2006,International Journal of Food Science and Technology,41,S1,28-32,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
561,"Takeoka G.R., Dao L.T., Full G.H., Wong R.Y., Harden L.A., Edwards R.H., de Berrios J.J.",1997,Characterization of black bean (Phaseolus vulgaris L.) anthocyanins,TAKEOKA 1997,Journal of Agricultural and Food Chemistry,45,9,3395-3400,2015-04-13 21:45:26 UTC,2015-04-14 13:50:38 UTC      
1089,"Talavera S., Felgines C., Texier O., Besson C., Gil-Izquierdo A., Lamaison J.L., Remesy C.",2005,"Anthocyanin metabolism in rats and their distribution to digestive area, kidney, and brain",TALAVERA 2005,J Agric Food Chem,53,10,3902-8,2015-04-13 21:45:30 UTC,2015-04-14 13:50:39 UTC      
472,"Talcott S.T., Howard L.R.",1999,Chemical and sensory quality of processed carrot puree as influenced by stress-induced phenolic compounds,TALCOTT 1999,Journal of Agricultural and Food Chemistry,47,4,1362-1366,2015-04-13 21:45:26 UTC,2015-04-14 13:50:39 UTC      
649,"Talcott S.T., Passeretti S., Duncan C.E., Gorbet D.W.",2005,Polyphenolic content and sensory properties of normal and high oleic acid peanuts,TALCOTT 2005_01,Food Chemistry,90,3,379-388,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
650,"Talcott S.T., Duncan C.E., del Pozo-Insfran D., Gorbet D.W.",2005,"Polyphenolic and antioxidant changes during storage of normal, mid, and high oleic acid peanuts",TALCOTT 2005_02,Food Chemistry,89,1,77-84,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
848,"Talcott S.T., Moore J.P., Lounds-Singleton A.J., Percival S.S.",2005,Ripening associated phytochemical changes in mangos (Mangifera indica) following thermal quarantine and low-temperature storage,TALCOTT 2005_03,Journal of Food Science,70,5,C337-C341,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      
99,"Tanchev S.S., Timberlake C.F.",1980,Gas chromatographic identification of phenolic acids found in sweet cherry and sour cherry juice,TANCHEV 1980,Die Nahrung,24,3,251-253,2003-12-05 10:41:49 UTC,2015-04-13 21:45:23 UTC      
329,"Tanrioven D., Eksi A.",2005,Phenolic compounds in pear juice from different cultivars,TANRIOVEN 2005,Food Chemistry,93,1,89-93,2005-12-10 16:04:32 UTC,2015-04-14 13:50:41 UTC      
211,"Taruscio T.G., Barney D.L., Exon J.",2004,Content and profile of flavanoid and phenolic acid compounds in conjunction with the antioxidant capacity for a variety of northwest Vaccinium berries,TARUSCIO 2004,Journal of Agricultural and Food Chemistry,52,10,3169-3176,2015-04-13 21:45:24 UTC,2015-04-14 13:50:41 UTC      
757,"Tayyem R.F., Heath D.D., Al-Delaimy W.K., Rock C.L.",2006,Curcumin content of turmeric and curry powders,TAYYEM 2006,Nutrition and Cancer,55,2,126-131,2015-04-13 21:45:27 UTC,2015-04-14 13:50:41 UTC      
577,"Tchiegang C., Fewou P.M., Noutchougoue V.K.",1999,[Study comparing some chemical constituents of two types of pepper (Capsicum annum L.) during storage in acid pickle.],TCHIEGANG 1999,Journal of Food Engineering,42,2,117-123,2007-05-04 10:50:44 UTC,2015-04-13 21:45:26 UTC      
278,"Teissedre P.L., Landrault N.",2000,Wine phenolics: contribution to dietary intake and bioavailability,TEISSEDRE 2000,Food Research International,33,6,461-467,2005-05-08 11:39:23 UTC,2015-04-13 21:45:24 UTC      
460,"Terahara N., Saigusa N., Ohba R., Ueda S.",1994,Composition of anthocyanin pigments in aromatic red rice and its wine,TERAHARA 1994,Journal of the Japanese Society for Food Science and Technology,41,7,519-522,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
898,"Thompson L.U., Boucher B.A., Liu Z., Cotterchio M., Kreiger N.",2006,"Phytoestrogen content of foods consumed in Canada, including isoflavones, lignans, and coumestan",THOMPSON 2006,Nutrition and Cancer,54,2,184-201,2015-04-13 21:45:28 UTC,2015-04-14 13:50:43 UTC      
378,"Thybo A.K., Molgaard J.P., Kidmose U.",2002,Effect of different organic growing conditions on quality of cooked potatoes,THYBO 2002,Journal of the Science of Food and Agriculture,82,1,Dec-18,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
1088,"Tian Q., Giusti M.M., Stoner G.D., Schwartz S.J.",2006,Urinary excretion of black raspberry (Rubus occidentalis) anthocyanins and their metabolites,TIAN 2006,J Agric Food Chem,54,4,1467-72,2015-04-13 21:45:29 UTC,2015-04-14 13:50:43 UTC      
495,"Ting S., Chi-Tang H.",2005,Antioxidant activities of buckwheat extracts,TING 2005,Food Chemistry,90,,743-749,2015-04-13 21:45:26 UTC,2015-04-14 13:50:44 UTC      
569,"Tinkilic N., Uyanik A.",2001,"Spectrophotometric determination of the tannin contents of various Turkish black tea, beer and wine samples",TINKILIC 2001,International Journal of Food Sciences and Nutrition,52,,289-294,2015-04-13 21:45:26 UTC,2015-04-14 13:50:44 UTC      
315,"Tinttunen S., Lehtonen P.",2001,Distinguishing organic wines from normal wines on the basis of concentrations of phenolic compounds and spectral data,TINTTUNEN 2001,European Food Research and Technology,212,3,390-394,2005-06-10 09:36:31 UTC,2015-04-13 21:45:24 UTC      
634,"Tokusoglu O., Unal M.K.",2002,"Optimized method for simultaneous determination of catechin, gallic acid, and methylxanthine compounds in chocolate using RP-HPLC",TOKUSOGLU 2002,European Food Research and Technology,215,,340-346,2007-09-08 14:53:20 UTC,2015-04-13 21:45:27 UTC      
657,"Tokusoglu O., Unal M.K., Yemis F.",2005,"Determination of the phytoalexin resveratrol (3,5,4'-trihydroxystilbene) in peanuts and pistachios by high-performance liquid chromatographic diode array (HPLC-DAD) and gas chromatography-mass spectro",TOKUSOGLU 2005,Journal of Agricultural and Food Chemistry,53,12,5003-5009,2007-02-10 15:54:44 UTC,2015-04-13 21:45:27 UTC      
544,"Tomas C., Celeste M., Cladera A., Gomez E., Estela J.M., Cerda V.",1993,"A new flow-injection spectrophotometric method for the determination of tannins in tea and beer using iron(III) and 1,10-phenanthroline",TOMAS 1993,Food Chemistry,47,,201-204,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
603,"Tomas-Barberan F.A., Garcia-Grau M.M., Tomas-Lorente F.",1991,Flavonoid concentration changes in maturing broad bean pods,TOMAS-BARBERAN 1991,Journal of Agricultural and Food Chemistry,39,2,255-258,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
23,"Tomas-Barberan, F.A., Garcia-Viguera, C., Nieto, J.L., Ferreres, F., Tomas-Lorente, F.",1993,Dihydrochalcones from apple juices and jams,TOMAS-BARBERAN 1993,Food Chemistry,46,,33-36,2002-04-09 09:47:12 UTC,2015-04-13 21:45:22 UTC      
94,"Tomas-Barberan F.A., Cienfuegos-Jovellanos E., Marin A., Muguerza B., Gil-Izquierdo A., Cerda B., Zafrilla P., Morillas J., Mulero J., Ibarra A., Pasamar M.A., Ramon D., Espin J.C.",2001,"HPLC-DAD-ESIMS analysis of phenolic compounds in nectarines, peaches, and plums",TOMAS-BARBERAN 2001,Journal of Agricultural and Food Chemistry,49,10,4748-60,2003-12-05 10:41:49 UTC,2015-04-14 13:50:46 UTC      
637,"Tomas-Barberan F.A., Cienfuegos-Jovellanos E., Marin A., Muguerza B., Gil-Izquierdo A., Cerda B., Zafrilla P., Morillas J., Mulero J., Ibarra A., Pasamar M.A., Ramon D., Espin J.C.",2007,A new process to develop a cocoa powder with higher flavonoid monomer content and enhanced bioavailability in healthy humans,TOMAS-BARBERAN 2007,Journal of Agricultural and Food Chemistry,55,,3926-3935,2015-04-13 21:45:27 UTC,2015-04-14 13:50:47 UTC      
413,"Toor R.K., Savage G.P., Lister C.E.",2006,Seasonal variations in the antioxidant composition of greenhouse grown tomatoes,TOOR 2006,Journal of Food Composition and Analysis,19,1,01-Oct,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
600,"Torres A.M., Mau-Lastovicka T., Rezaaiyan R.",1987,Total phenolics and high-performance liquid chromatography of phenolic acids of avocado,TORRES 1987,Journal of Agricultural and Food Chemistry,35,6,921-925,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
759,"Torres M.M., Maestri D.M.",2006,"The effects of genotype and extraction methods on chemical composition of virgin olive oils from Traslasierra Valley (Cordoba, Argentina)",TORRES 2006_01,Food Chemistry,96,,507-511,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
760,"Torres M.M., Maestri D.M.",2006,Chemical composition of Arbequina virgin olive oil in relation to extraction and storgae conditions,TORRES 2006_02,Journal of the Science of Food and Agriculture,86,,2311-2317,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
1087,"Toufektsian M.C., de Lorgeril M., Nagy N., Salen P., Donati M.B., Giordano L., Mock H.P., Peterek S., Matros A., Petroni K., Pilu R., Rotilio D., Tonelli C., de Leiris J., Boucher F., Martin C.",2008,Chronic dietary intake of plant-derived anthocyanins protects the rat heart against ischemia-reperfusion injury,TOUFEKTSIAN 2008,J Nutr,138,4,747-52,2015-04-13 21:45:29 UTC,2015-04-14 13:50:49 UTC      
565,"Towo E.E., Svanberg U., Ndossi G.D.",2003,Effect of grain pre-treatment on different extractable phenolic groups in cereals and legumes commonly consumed in Tanzania,TOWO 2003,Journal of the Science of Food and Agriculture,83,9,980-986,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
432,"Trichopoulou A., Vasilopoulou E., Hollman P., Chamalides C., Foufa E., Kaloudis T., Kromhout D., Miskaki P., Petrochilou I., Poulima E., Stafilakis K., Theophilou D.",2000,Nutritional composition and flavonoid content of edible wild greens and green pies: a potential rich source of antioxidant nutrients in the Mediterranean diet,TRICHOPOULOU 2000,Food Chemistry,70,3,319-323,2006-11-07 09:49:59 UTC,2015-04-13 21:45:25 UTC      
616,"Trugo L.C., Macrae R.",1984,A study of the effect of roasting on the chlorogenic acid composition of coffee using HPLC,TRUGO 1984_01,Food Chemistry,15,,219-227,2007-05-07 14:37:34 UTC,2015-04-13 21:45:26 UTC      
590,"Trugo L.C., Macrae R.",1984,Chlorogenic acid composition of instant coffees,TRUGO 1984_02,Analyst,109,,263-266,2015-04-13 21:45:26 UTC,2015-04-14 13:50:50 UTC      
618,"Trugo L.C., De Maria C.A.B., Werneck C.C.",1991,Simultaneous determination of total chlorogenic acid and caffeine in coffee bij high performance gel filtration chromatography,TRUGO 1991,Food Chemistry,42,,81-87,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
1064,"Tsang C., Auger C., Mullen W., Bornet A., Rouanet J.M., Crozier A., Teissedre P.L.",2005,"The absorption, metabolism and excretion of flavan-3-ols and procyanidins following the ingestion of a grape seed extract by rats",TSANG 2005,Br J Nutr,94,2,170-81,2015-04-13 21:45:29 UTC,2015-04-14 13:50:51 UTC      
279,"Tsanova-Savova S., Ribarova F.",2002,"Free and conjugated myricetin, quercetin, and kaempferol in Bulgarian red wines",TSANOVA-SAVOVA 2002,Journal of Food Composition and Analysis,15,6,639-645,2005-05-08 11:39:23 UTC,2015-04-13 21:45:24 UTC      
155,"Tsao R., Yang R., Young J.C., Honghui Z.",2003,Polyphenolic profiles in eight apple cultivars using high-performance liquid chromatography (HPLC),TSAO 2003,Journal of Agricultural and Food Chemistry,51,21,6347-6353,2004-10-08 10:02:34 UTC,2015-04-14 13:50:52 UTC      
1104,"Tsuda T., Horio F., Osawa T.",1999,Absorption and metabolism of cyanidin 3-O-beta-D-glucoside in rats,TSUDA 1999,FEBS Lett,449,02-Mar,179-82,2015-04-13 21:45:30 UTC,2015-04-14 13:50:52 UTC      
486,"Tsushida T., Suzuki M.",1996,Flavonoid in fruits and vegetables. II. Content of flavonol glucosides and some properties of enzymes metabolizing the glucosides in onion,TSUSHIDA 1996,Journal of the Japanese Society for Food Science and Technology,43,5,642-649,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
821,"Tuberoso C.I.G., Kowalczyk A., Sarritzu E., Cabras P.",2007,Determination of antioxidant compounds and antioxidant activity in commercial oilseeds for food use,TUBEROSO 2007,Food Chemistry,103,,1494-1501,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      
919,"Tuck K.L., Hayball P.J., Stupans I.",2002,"Structural characterization of the metabolites of hydroxytyrosol, the principal phenolic component in olive oil, in rats",TUCK 2002,J Agric Food Chem,50,8,2404-9,2015-04-13 21:45:28 UTC,2015-04-14 13:50:53 UTC      
379,"Tudela J.A., Cantos E., Espin J.C., Tomas-Barberan F.A., Gil M.I.",2002,Induction of antioxidant flavonol biosynthesis in fresh-cut potatoes. Effect of domestic cooking,TUDELA 2002,Journal of Agricultural and Food Chemistry,50,21,5925-5931,2015-04-13 21:45:25 UTC,2015-04-14 13:50:53 UTC      
758,"Tura D., Gigliotti C., Pedo S., Failla O., Bassi D., Serraiocco A.",2007,Influence of cultivar and site of cultivation on levels of lipophilic and hydrophilic antioxidants in virgin olive oils (Olea Europea L.) and correlations with oxidative stability,TURA 2007,Scientia Horticulturae,112,,108-119,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
406,"Turkmen N., Sari F., Velioglu Y.S.",2005,The effect of cooking methods on total phenolics and antioxidant activity of selected green vegetables,TURKMEN 2005,Food Chemistry,93,4,713-718,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
893,"Umphress S.T., Murphy S.P., Franke A.A., Custer L.J., Blitz C.L.",2005,Isoflavone content of foods with soy additives,UMPHRESS 2005,Journal of Food Composition and Analysis,18,6,533-50,2015-04-13 21:45:28 UTC,2015-04-14 13:50:54 UTC      
1308,UNSPECIFIED,0,Not applicable,UNSPECIFIED,UNSPECIFIED,,,,2015-04-13 21:45:31 UTC,2015-04-14 13:50:54 UTC      
933,"Urpi-Sarda M., Zamora-Ros R., Lamuela-Raventos R., Cherubini A., Jauregui O., de la Torre R., Covas M.I., Estruch R., Jaeger W., Andres-Lacueva C.",2007,HPLC-tandem mass spectrometric method to characterize resveratrol metabolism in humans,URPI-SARDA 2007,Clin Chem,53,2,292-9,2015-04-13 21:45:28 UTC,2015-04-14 13:50:55 UTC      
1117,"Urpi-Sarda M., Morand C., Besson C., Kraft G., Viala D., Scalbert A., Besle J.M., Manach C.",2008,Tissue distribution of isoflavones in ewes after consumption of red clover silage,URPI-SARDA 2008,Arch Biochem Biophys,476,2,205-10,2011-04-06 23:30:39 UTC,2015-04-14 13:50:55 UTC      
1061,"Urpi-Sarda M., Monagas M., Khan N., Lamuela-Raventos R.M., Santos-Buelga C., Sacanella E., Castell M., Permanyer J., Andres-Lacueva C.",2009,"Epicatechin, procyanidins, and phenolic microbial metabolites after cocoa intake in humans and rats",URPI-SARDA 2009_01,Anal Bioanal Chem,394,6,1545-56,2015-04-13 21:45:29 UTC,2015-04-14 13:50:56 UTC      
1063,"Urpi-Sarda M., Garrido I., Monagas M., Gomez-Cordoves C., Medina-Remón A., Andres-Lacueva C., Bartolome B.",2009,Profile of plasma and urine metabolites after the intake of almond [Prunus dulcis (Mill.) D.A. Webb] polyphenols in humans,URPI-SARDA 2009_02,J Agric Food Chem,57,21,10134-42,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
1057,"Urpi-Sarda M., Monagas M., Khan N., Llorach R., Lamuela-Raventos R.M., Jauregui O., Estruch R., Izquierdo-Pulido M., Andres-Lacueva C.",2009,Targeted metabolic profiling of phenolics in urine and plasma after regular consumption of cocoa by liquid chromatography-tandem mass spectrometry,URPI-SARDA 2009_03,J Chromatogr A,1216,43,7258-67,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
1062,"Urpi-Sarda M., Llorach R., Khan N., Monagas M., Rotches-Ribalta M., Lamuela-Raventos R., Estruch R., Tinahones F.J., Andres-Lacueva C.",2010,Effect of milk on the urinary excretion of microbial phenolic acids after cocoa powder consumption in humans,URPI-SARDA 2010,J Agric Food Chem,58,8,4706-11,2015-04-13 21:45:29 UTC,2015-04-14 13:50:57 UTC      
1270,USDA_SR23,2010,"Composition of Foods Raw, Processed, Prepared. USDA National Nutrient Database for Standard Reference, Release 23",USDA_2010_SR23,"U.S. Department of Agriculture, Agricultural Research Service",,,,2012-03-04 00:00:00 UTC,2015-04-13 21:45:31 UTC      
698,"Valentao P., Andrade P.B., Areias F., Ferreres F., Seabra R.M.",1999,Analysis of vervain flavonoids by HPLC/diode array detector method. Its application to quality control,VALENTAO 1999,Journal of Agricultural and Food Chemistry,47,11,4579-4582,2015-04-13 21:45:27 UTC,2015-04-14 13:50:58 UTC      
433,"Vallejo F., Tomas-Barberan F.A., Garcia-Viguera C.",2002,Potential bioactive compounds in health promotion from broccoli cultivars grown in Spain,VALLEJO 2002_02,Journal of the Science of Food and Agriculture,82,11,1293-1297,2006-11-07 09:49:59 UTC,2015-04-13 21:45:25 UTC      
414,"Vallejo F., Tomas-Barberan F.A., Garcia-Viguera C.",2003,"Effect of climatic and sulphur fertilisation conditions, on phenolic compounds and vitamin C, in the inflorescences of eight broccoli cultivars",VALLEJO 2003_01,European Food Research and Technology,216,5,395-401,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
473,"Vallejo F., Tomas-Barberan F., Garcia-Viguera C.",2003,Health-promoting compounds in broccoli as influenced by refrigerated transport and retail sale period,VALLEJO 2003_02,Journal of Agricultural and Food Chemistry,51,10,3029-3034,2015-04-13 21:45:26 UTC,2015-04-14 13:50:59 UTC      
1003,"Vallejo F., Larrosa M., Escudero E., Zafrilla M.P., Cerda B., Boza J., Garcia-Conesa M.T., Espin J.C., Tomas-Barberan F.A.",2010,Concentration and solubility of flavanones in orange beverages affect their bioavailability in humans,VALLEJO 2010,J Agric Food Chem,58,10,6516-24,2015-04-13 21:45:29 UTC,2015-04-14 13:51:00 UTC      
1284,"Vallverdu-Queralt A., Arranz S., Medina-Remón A., Casals-Ribes I., Lamuela-Raventós R.M.",2011,Changes in phenolic content of tomato products during storage,VALLVERDU-QUERALT 2011_01,Journal of Agricultural and Food Chemistry,59,17,9358-9365,2015-04-13 21:45:31 UTC,2015-04-14 13:51:00 UTC      
1291,"Vallverdu-Queralt A., Medina-Remón A., Andres-Lacueva C., Lamuela-Raventos R.M.",2011,Changes in phenolic profile and antioxidant activity during production of diced tomatoes,VALLVERDU-QUERALT 2011_02,Food Chemistry,126,4,1700-1707,2015-04-13 21:45:31 UTC,2015-04-14 13:51:01 UTC      
1271,"Vallverdú-Queralt A., Medina-Remón A., Casals-Ribes I., Andres-Lacueva C., Waterhouse A.L., Lamuela-Raventos R.M.",2012,Effect of tomato industrial processing on phenolic profile and hydrophilic antioxidant capacity,VALLVERDU-QUERALT 2012,LWT - Food Science and Technology,47,1,154-160,2015-04-13 21:45:31 UTC,2015-04-13 21:45:31 UTC      
1307,"Valsta L.M., Kilkkinen A., Mazur W., Nurmi T., Lampi A.M., Ovaskainen M.L., Korhonen T., Adlercreutz H., Pietinen P.",2003,Phyto-oestrogen database of foods and average intake in Finland,VALSTA 2003,British Journal of Nutrition,89,Suppl 1,S31,2015-04-13 21:45:31 UTC,2015-04-14 13:51:01 UTC      
17,"van Der Sluis, A. A. Dekker, M. de Jager, A. Jongen, W. M.",2001,"Activity and concentration of polyphenolic antioxidants in apple: effect of cultivar, harvest year, and storage conditions",VAN DER SLUIS 2001,Journal of Agricultural and Food Chemistry,49,8,3606-13.,2002-07-08 00:00:00 UTC,2015-04-14 13:51:02 UTC   
528,"Vanbeneden N., Delvaux F., Delvaux F.R.",2006,Determination of hydroxycinnamic acids and volatile phenols in wort and beer by isocratic high-performance liquid chromatography using electrochemical detection,VANBENEDEN 2006,Journal of Chromatography A,1136,,237-242,2015-04-13 21:45:26 UTC,2015-04-14 13:51:02 UTC      
733,"Variyar P.S., Bandyopadhyay C., Thomas P.",1998,Effect of gamma-irradiation on the phenolic acids of some Indian spices,VARIYAR 1998,International Journal of Food Science and Technology,33,6,533-537,2007-09-11 12:18:49 UTC,2015-04-13 21:45:27 UTC      
651,"Do Carmo Barbosa Mendes de Vasconcelos M., Bennett R.N., Rosa E.A.S., Ventura Ferreira Cardoso J.",2007,Primary and secondary metabolite composition of kernels from three cultivars of Portuguese chestnut (Castanea sativa Mill.) at different stages of industrial transformation,VASCONCELOS 2007,Journal of Agricultural and Food Chemistry,55,9,3508-3516,2007-02-10 09:11:08 UTC,2015-04-14 13:51:03 UTC      
135,"Velioglu Y.S., Mazza G., Gao L., Oomah B.D.",1998,"Antioxidant activity and total phenolics in selected fruits, vegetables, and grain products",VELIOGLU 1998,Journal of Agricultural and Food Chemistry,46,10,4113-4117,2015-04-13 21:45:23 UTC,2015-04-13 21:45:23 UTC      
658,"Venkatachalam M., Sathe S.K.",2006,Chemical composition of selected edible nut seeds,VENKATACHALAM 2006,Journal of Agricultural and Food Chemistry,54,13,4705-4714,2007-02-10 15:54:44 UTC,2015-04-14 13:51:04 UTC      
436,"Verdeal K., Lorenz K.",1977,"Alkylresorcinols in wheat, rye and triticale",VERDEAL 1977,Cereal Chemistry,54,3,475-483,2015-04-13 21:45:25 UTC,2015-04-14 13:51:04 UTC      
1261,"Vidalvalverde C., Frias J., Estrella I., Gorospe M.J., Ruiz R., Bacon J.",1994,Effect of Processing on Some Antinutritional Factors of Lentils,VIDALVALVERDE 1994,Journal of Agricultural and Food Chemistry,42,10,2291-2295,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC      
654,"Villarreal-Lozoya J.E., Lombardini L., Cisneros-Zevallos L.",2007,Phytochemical constituents and antioxidant capacity of different pecan [Carya illinoinensis (Wangenh.) K. Koch] cultivars,VILLARREAL-LOZOYA 2007,Food Chemistry,102,4,1241-1249,2007-02-10 09:11:08 UTC,2015-04-13 21:45:27 UTC      
