id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      ,abstract
165,"Rio D.d., Stewart A.J., Mullen W., Burns J., Lean M.E.J., Brighenti F., Crozier A.",2004,HPLC-MSn analysis of phenolic compounds and purine alkaloids in green and black tea,RIO 2004,Journal of Agricultural and Food Chemistry,52,10,2807-2815,2004-02-11 09:57:23 UTC,2015-04-14 13:49:45 UTC      ,"1. J Agric Food Chem. 2004 May 19;52(10):2807-15. doi: 10.1021/jf0354848.

HPLC-MSn analysis of phenolic compounds and purine alkaloids in green and black 
tea.

Del Rio D(1), Stewart AJ, Mullen W, Burns J, Lean ME, Brighenti F, Crozier A.

Author information:
(1)Plant Products and Human Nutrition Group, Division of Biochemistry and 
Molecular Biology, Institute of Biomedical and Life Sciences, University of 
Glasgow, Graham Kerr Building, Glasgow G12 8QQ, United Kingdom.

Tea is a complex mixture containing a range of compounds from simple phenolics 
to complex thearubigins, many of which have well-recognized antioxidant 
properties. This paper describes the application of high-performance liquid 
chromatography-mass spectrometry (HPLC-MS(n)) methods for the rapid and routine 
analysis of more than 30 phenolics in tea. Green and black tea infusions were 
injected directly onto a reversed phase HPLC column, and the phenolics eluted 
using two different mobile phase gradients, one optimized to resolve catechin 
derivatives and the other, flavonols and theaflavins. Compounds, identified on 
the basis of their retention time, absorbance spectrum, and MS fragmentation 
pattern, included (+)-catechin, (-)-epicatechin, theaflavin and their various 
gallate derivatives, quercetin and kaempferol mono-, di-, and triglycosides, 
quinic acid esters of gallic acid and hydroxycinnamates, and the purine 
alkaloids, caffeine and theobromine.

DOI: 10.1021/jf0354848
PMID: 15137818 [Indexed for MEDLINE]"
1056,"Rios L.Y., Gonthier M.P., Remesy C., Mila I., Lapierre C., Lazarus S.A., Williamson G., Scalbert A.",2003,Chocolate intake increases urinary excretion of polyphenol-derived phenolic acids in healthy human subjects,RIOS 2003,Am J Clin Nutr,77,4,912-8,2015-04-13 21:45:29 UTC,2015-04-14 13:49:46 UTC      ,"1. Am J Clin Nutr. 2003 Apr;77(4):912-8. doi: 10.1093/ajcn/77.4.912.

Chocolate intake increases urinary excretion of polyphenol-derived phenolic 
acids in healthy human subjects.

Rios LY(1), Gonthier MP, Rémésy C, Mila I, Lapierre C, Lazarus SA, Williamson G, 
Scalbert A.

Author information:
(1)Laboratoire des Maladies Métaboliques et Micronutriments, INRA, 
Saint-Genès-Champanelle, France.

BACKGROUND: Proanthocyanidins, the most abundant polyphenols in chocolate, are 
not depolymerized in the stomach and reach the small intestine intact, where 
they are hardly absorbed because of their high molecular weight. In vitro and in 
vivo studies using pure compounds as substrates suggest that proanthocyanidins 
and the related catechin monomers may be degraded into more bioavailable 
low-molecular-weight phenolic acids by the microflora in the colon.
OBJECTIVE: The aim of the study was to estimate the amounts of phenolic acids 
formed by the microflora and excreted in the urine of human subjects after 
consumption of polyphenol-rich chocolate.
DESIGN: After consumption of a polyphenol-free diet for 2 d and a subsequent 
overnight fast, 11 healthy subjects (7 men and 4 women) consumed 80 g chocolate 
containing 439 mg proanthocyanidins and 147 mg catechin monomers. All urine was 
collected during the 24 h before chocolate consumption and at 3, 6, 9, 24, and 
48 h after chocolate consumption. Aromatic acids were identified in urine by gas 
chromatography-mass spectrometry and were quantified by HPLC-electrospray 
ionization tandem mass spectrometry.
RESULTS: Chocolate intake increased the urinary excretion of the 6 following 
phenolic acids: m-hydroxyphenylpropionic acid, ferulic acid, 
3,4-dihydroxyphenylacetic acid, m-hydroxyphenylacetic acid, vanillic acid, and 
m-hydroxybenzoic acid.
CONCLUSION: The antioxidant and biological effects of chocolate may be explained 
not solely by the established absorption of catechin monomers but also by the 
absorption of microbial phenolic acid metabolites.

DOI: 10.1093/ajcn/77.4.912
PMID: 12663291 [Indexed for MEDLINE]"
514,"Rivero D., Perez-Magarino S., Gonzalez-Sanjose M.L., Valls-Belles V., Codoner P., Muniz P.",2005,Inhibition of induced DNA oxidative damage by beers: correlation with the content of polyphenols and melanoidins,RIVERO 2005,Journal of Agricultural and Food Chemistry,53,,3637-3642,2015-04-13 21:45:26 UTC,2015-04-14 13:49:46 UTC      ,"1. J Agric Food Chem. 2005 May 4;53(9):3637-42. doi: 10.1021/jf048146v.

Inhibition of induced DNA oxidative damage by beers: correlation with the 
content of polyphenols and melanoidins.

Rivero D(1), Pérez-Magariño S, González-Sanjosé ML, Valls-Belles V, Codoñer P, 
Muñiz P.

Author information:
(1)Departmento de Biotecnología y Ciencia de los Alimentos, Facultad de 
Ciencias, Universidad de Burgos, 09001 Burgos, Spain.

Beers are a source of dietary flavonoids; however, there exist differences in 
composition, alcohol concentration, and beneficial activities. To characterize 
these differences, three kinds of lager beer of habitual consumption in Spain, 
dark, blond, and alcohol-free, were assayed for total phenolic content, 
antioxidant activity, superoxide and hydroxyl radical scavenging activities, and 
in vitro inhibitory effect on DNA oxidative damage. Furthermore, their 
melanoidin content and correlation with antioxidant activity were evaluated. 
Dark beer contained the highest total phenolic (489 +/- 52 mg/L) and melanoidin 
(1.49 +/- 0.02 g/L) contents with a 2-fold difference observed when compared to 
the alcohol-free beer. For the three kinds of beer, the antioxidant activity 
measured as N,N-dimethyl-p-phenylenediamine dihydrochloride concentration was 
strongly correlated with the total polyphenol content (R(2) = 0.91102, p < 
0.005) and with the melanoidin content (R(2) = 0.7999, p < 0.05). The results 
support a positive effect of beers on the protection of DNA oxidative damage, by 
decreasing the deoxyribose degradation, DNA scission (measured by 
electrophoresis), and inhibition of 8-hydroxydeoxyguanosine (8-OH-dG) formation. 
Furthermore, a correlation between the total melanoidin content (R(2) = 0.7309, 
p < 0.01) and inhibition of 8-OH-dG was observed.

DOI: 10.1021/jf048146v
PMID: 15853413 [Indexed for MEDLINE]"
269,"Robbins R.J., Bean S.R.",2004,Development of a quantitative high-performance liquid chromatography-photodiode array detection measurement system for phenolic acids,ROBBINS 2004,Journal of Chromatography A,1038,01-Feb,97-105,2005-05-08 11:39:23 UTC,2015-04-14 13:49:46 UTC      ,"1. J Chromatogr A. 2004 Jun 4;1038(1-2):97-105. doi:
10.1016/j.chroma.2004.03.009.

Development of a quantitative high-performance liquid chromatography-photodiode 
array detection measurement system for phenolic acids.

Robbins RJ(1), Bean SR.

Author information:
(1)Food Composition Laboratory, Beltsville Human Nutrition Research Center, US 
Department of Agriculture, Building 161, BARC, East Beltsville, MD 20705-3000, 
USA. robbins@bhnrc.usda.gov

A quantitative high-performance liquid chromatography-photodiode array detection 
method separating 16 phenolic acids was achieved. Six columns and several mobile 
phases were investigated. Resolution was achieved with a high-purity silica 
Phenomenex Luna C18 column (150 mm x 4.6 mm, 5 microm) and a binary gradient 
consisting of CH3OH-water (with 0.1% formic acid) and flow rate set at 0.7 
ml/min. Acids were detected and quantitation performed at wavelength 
representing the lowest energy lambda(max) for individual acids. Extraction 
procedure from wine was optimized and yields ranged from 79 to 87% based on 
internal standard recovery. To confirm our quantitative results, identical 
samples were analyzed both in-house and by a collaborating laboratory. 
Correlation of two data sets generated linear regression equations that 
approached unity (0.93-0.98) and R2 values ranging from 0.990 to 0.999.

DOI: 10.1016/j.chroma.2004.03.009
PMID: 15233525 [Indexed for MEDLINE]"
559,"Rocha-Guzman N.E., Herzog A., Gonzalez-Laredo R.F., Ibarra-Perez F.J., Zambrano-Galvan G., Gallegos-Infante J.A.",2007,Antioxidant and antimutagenic activity of phenolic compounds in three different colour groups of common bean cultivars (Phaseolus vulgaris),ROCHA-GUZMAN 2007,Food Chemistry,103,2,521-527,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      ,"1. Planta Med. 2007 Dec;73(15):1531-6. doi: 10.1055/s-2007-993737. Epub 2007 Nov 
12.

Effects of propolis crude hydroalcoholic extract on chromosomal aberrations 
induced by doxorubicin in rats.

Tavares DC(1), Lira WM, Santini CB, Takahashi CS, Bastos JK.

Author information:
(1)Universidade de Franca, Franca, São Paulo, Brazil. 
denisecrispim2001@yahoo.com

Propolis has been reported to display a broad spectrum of biological activities 
such as anticancer, antioxidant, anti-inflammatory, antibiotic and antifungal 
properties, among others. There is great interest not only in the determination 
of the chemical composition of propolis but also in the understanding of the 
mechanisms related to its therapeutic actions. In this respect, the aim of the 
present investigation was to study the influence of both simultaneous (6, 12 and 
24 mg/kg b. w.) and subacute (12 mg/kg b. w.) treatment with a crude 
hydroalcoholic extract of propolis on the frequency of chromosome aberrations 
induced by the chemotherapeutic agent doxorubicin (DXR) in Wistar rat bone 
marrow cells. HPLC analysis of the crude extract allowed the quantification of 
the phenolic compounds: caffeic acid, P-coumaric acid, aromadendrin 4'-methyl 
ether, 3-prenyl- P-coumaric acid (drupanin), isosakuranetin, kaempferide, 
3,5-diprenyl- P-coumaric acid (artepellin C), baccharin and 
2,2-dimethyl-6-carboxyethenyl-2 H-1-benzopyran. A total of 100 metaphase 
cells/animal were analyzed for chromosome aberration frequency and 1000 
cells/animal were counted to obtain the mitotic index. The results showed that 
the dose of 12 mg propolis/kg b. w., administered either as a single dose or as 
subacute treatment, caused a statistically significant decrease in the frequency 
of chromosome damage induced by DXR compared to the group treated only with DXR. 
This reduction might be, in part, due to the presence of phenolic compounds in 
the studied propolis, which are able to capture free radicals produced by 
chemotherapeutic agents such as DXR.

DOI: 10.1055/s-2007-993737
PMID: 17999350 [Indexed for MEDLINE]"
531,"Rochfort S.J., Imsic M., Jones R., Trenerry V.C., Tomkins B.",2006,Characterization of flavonol conjugates in immature leaves of pak choi (Brassica rapa L. ssp. chinensis L. (Hanelt.)) by HPLC-DAD and LC-MS/MS,ROCHFORT 2006,Journal of Agricultural and Food Chemistry,54,13,4855-4860,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      ,"1. J Agric Food Chem. 2006 Jun 28;54(13):4855-60. doi: 10.1021/jf060154j.

Characterization of flavonol conjugates in immature leaves of pak choi [Brassica 
rapa L. Ssp. chinensis L. (Hanelt.)] by HPLC-DAD and LC-MS/MS.

Rochfort SJ(1), Imsic M, Jones R, Trenerry VC, Tomkins B.

Author information:
(1)Department of Primary Industries, Primary Industries Research Victoria, 
Werribee Centre, 621 Sneydes Road, Werribee 3030, Victoria, Australia. 
simone.rochfort@dpi.vic.gov.au

The flavonoid composition of immature leaves of pak choi [Brassica rapa L. ssp. 
chinensis L. (Hanelt.)] was investigated. Flavonol aglycone content was measured 
in 11 pak choi varieties, indicating significant differences (P < 0.05) in 
content between varieties and relatively high contents of kaempferol and 
isorhamnetin. Levels of quercetin ranged from 3.2 to 6.1 mg/100 g of dry weight 
(DW), whereas levels of isorhamnetin and kaempferol were significantly higher 
(8.1-35.1 and 36.0-102.6 mg/100 g of DW, respectively). A large number of 
glycoside and hydroxycinnamic acid derivatives of quercetin, kaempferol, and 
isorhamnetin were identified in cv. 'Shanghai' by LC/UV-DAD/ESI-MS/MS. The 
UV-DAD data allowed identification of hydroxycinnamic acid derivatives, but 
detailed MS/MS fragmentations were required for the structure elucidation. Pak 
choi could be a potentially important source of dietary flavonols, in 
particular, kaempferol and isorhamnetin.

DOI: 10.1021/jf060154j
PMID: 16787039 [Indexed for MEDLINE]"
1179,"Rodrigues A.S., Perez-Gregorio M.R., Garcia-Falcon M.S., Simal-Gandara J.",2009,Effect of curing and cooking on flavonols and anthocyanins in traditional varieties of onion bulbs,RODRIGUES 2009,Food Research International,42,9,1331-1336,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      ,
425,"Rodriguez R., Jaramillo S., Rodriguez G., Espejo J.A., Guillen R., Fernandez-Bolanos J., Heredia A., Jimenez A.",2005,Antioxidant activity of ethanolic extracts from several asparagus cultivars,RODRIGUEZ 2005,Journal of Agricultural and Food Chemistry,53,13,5212-5217,2006-11-07 09:41:34 UTC,2015-04-14 13:49:48 UTC      ,"1. J Agric Food Chem. 2005 Jun 29;53(13):5212-7. doi: 10.1021/jf050338i.

Antioxidant activity of ethanolic extracts from several asparagus cultivars.

Rodríguez R(1), Jaramillo S, Rodríguez G, Espejo JA, Guillén R, 
Fernández-Bolaños J, Heredia A, Jiménez A.

Author information:
(1)Instituto de la Grasa, CSIC, Sevilla, Spain.

Three different methods (antiradical activity, inhibition of primary oxidation, 
and ferric reducing power) have been used to evaluate the antioxidant activity 
of eight different asparagus cultivars and byproducts: white and green asparagus 
from Alcalá del Río (Guadalquivir Valley, Seville) and American hybrids, native 
spears, and their byproducts from Huétor-Tájar (Vega de Granada). The 
correlation between antioxidant activity and total phenol content was studied. 
Six standards were also tested to validate the modified methods for antioxidant 
activity determination. Results obtained for antiradical capacity and reducing 
power were very similar, and a high correlation with phenols was found (R > or = 
0.9 for both tests). Sample origin was an important factor, spears from 
Huétor-Tájar having higher values (ARC between 7 and 10 and P(R) of 0.25-0.33) 
than those from Alcalá del Río (ARC 0.6-2 and P(R) of 0.05-0.07). Significant 
differences were found between spears with the same origin, suggesting that 
genetics are another factor to take into account. Asparagus inhibits lipid 
primary oxidation, but no correlation between the inhibition percentage and 
phenols was observed. Asparagus origin was the only factor that led to 
significant differences: samples from Huétor-Tájar had higher values (POIC 
between 18 and 32) than those from Alcalá del Río (POIC of 5-9). Byproducts from 
the canning industry at Huétor-Tájar were also assayed for antioxidant activity; 
the results obtained suggested that byproducts could be considered as an 
excellent source of natural antioxidants.

DOI: 10.1021/jf050338i
PMID: 15969499 [Indexed for MEDLINE]"
272,"Rodriguez-Delgado M.A., Malovana S., Perez J.P., Borges T., Montelongo F.J.G.",2001,Separation of phenolic compounds by high-performance liquid chromatography with absorbance and fluorimetric detection,RODRIGUEZ-DELGADO 2001,Journal of Chromatography A,912,2,249-257,2005-05-08 11:39:23 UTC,2015-04-14 13:49:48 UTC      ,
270,"Rodriguez-Delgado M.A., Gonzalez G., Perez-Trujillo J.P., Garcia-Montelongo F.J.",2002,Trans-resveratrol in wines from the Canary Islands (Spain). Analysis by high performance liquid chromatography,RODRIGUEZ-DELGADO 2002_01,Food Chemistry,76,3,371-375,2005-05-08 11:39:23 UTC,2015-04-14 13:49:48 UTC      ,"1. J Agric Food Chem. 2002 Oct 23;50(22):6322-9. doi: 10.1021/jf020562x.

Postharvest stilbene-enrichment of red and white table grape varieties using 
UV-C irradiation pulses.

Cantos E(1), Espín JC, Tomás-Barberán FA.

Author information:
(1)Research Group on Quality, Safety and Bioactivity of Plant Foods, Department 
of Food Science and Technology, CEBAS-CSIC, P.O. Box 4195, Murcia 30080, Spain. 
jcespin@cebas.csic.es

The red table grape varieties Flame, Red Globe, Crimson, and Napoleon, as well 
as the white varieties Superior, Dominga, and Moscatel Italica, were irradiated 
with a previously optimized UV-C postharvest irradiation protocol (510 W, 40 cm, 
60 s). The induction kinetics of the stilbenes trans-resveratrol, trans-piceid, 
trans-piceatannol, trans-astringin, and viniferins was followed by using 
HPLC-DAD/MS/MS. The most inducible stilbenes were trans-resveratrol, 
trans-piceatannol, and viniferins. Both quantitative and qualitative differences 
were observed in both the stilbene induction kinetics and stilbene content in 
the seven table grapes analyzed here. The total resveratrol content ranged from 
0.69 mg/100 g fw (Dominga) to 2.3 mg/100 g fw (Red Globe). The net resveratrol 
induction ranged from 3.4-fold (Flame) to 2315-fold (Red Globe). The highest 
viniferins content was observed in the variety Flame (0.73 mg/100 g fw), 
although the variety Red Globe presented the highest viniferins induction 
(175-fold). The highest content and induction of piceatannol (0.17 mg/100 g fw 
and 173-fold, respectively) was observed in the variety Flame. It should be 
stressed that taking into account the health-beneficial effects claimed for 
stilbenes, the UV-C irradiated table grapes can be considered as new functional 
fruits that can supply (a serving of unpeeled 200 g table grapes) the 
resveratrol content (depending on the variety) equivalent to more than seven 
glasses of red wine ( approximately 1.5 L) with high resveratrol content.

DOI: 10.1021/jf020562x
PMID: 12381111 [Indexed for MEDLINE]"
271,"Rodriguez-Delgado M.A., Gonzalez-Hernandez G., Conde-Gonzalez J.E., Perez-Trujillo J.P.",2002,Principal component analysis of the polyphenol content in young red wines,RODRIGUEZ-DELGADO 2002_02,Food Chemistry,78,4,523-532,2005-05-08 11:39:23 UTC,2015-04-13 21:45:24 UTC      ,
672,"Romani A., Mulinacci N., Pinelli P., Vincieri F.F., Cimato A.",1999,Polyphenolic content in five Tuscany cultivars of Olea europaea L,ROMANI 1999,Journal of Agricultural and Food Chemistry,47,,964-967,2015-04-13 21:45:27 UTC,2015-04-14 13:49:49 UTC      ,"1. J Agric Food Chem. 1999 Mar;47(3):964-7. doi: 10.1021/jf980264t.

Polyphenolic content in five tuscany cultivars of Olea europaea L.

Romani A(1), Mulinacci N, Pinelli P, Vincieri FF, Cimato A.

Author information:
(1)Dipartimento di Scienze Farmaceutiche, Università degli Studi di Firenze, Via 
Gino Capponi 9, 50121 Firenze, Italy.

In this study polyphenolic compounds extracted from olive fruits of five 
registered cultivars were analyzed. A solid-liquid extraction (LSE) procedure 
with Extrelut cartridge (diatomaceous earth) using different eluents was 
developed to obtain polyphenolic compounds. HPLC-DAD and HPLC-MS methods were 
applied for the quali-quantitative analysis of each fraction obtained from LSE. 
The results of this work show that the LSE procedure with diatomaceous earth 
cartridge supplies a rapid and reproducible fractioning method able to obtain a 
quantitative recovery of all compounds and to collect fractions directly 
analyzed by HPLC. A comparison among different cultivars shows significant 
quantitative differences in some polyphenols, such as verbascoside, anthocyanic 
compounds, and oleuropein derivatives.

DOI: 10.1021/jf980264t
PMID: 10552399 [Indexed for MEDLINE]"
410,"Romani A., Pinelli P., Galardi C., Sani G., Cimato A., Heimler D.",2002,Polyphenols in greenhouse and open-air-grown lettuce,ROMANI 2002,Food Chemistry,79,3,337-342,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      ,
560,"Romani A., Vignolini P., Galardi C., Mulinacci N., Benedettelli S., Heimler D.",2004,Germplasm characterization of Zolfino landraces (Phaseolus vulgaris L.) by flavonoid content,ROMANI 2004,Journal of Agricultural and Food Chemistry,52,12,3838-3842,2015-04-13 21:45:26 UTC,2015-04-14 13:49:50 UTC      ,"1. J Agric Food Chem. 2004 Jun 16;52(12):3838-42. doi: 10.1021/jf0307402.

Germplasm characterization of Zolfino landraces (Phaseolus vulgaris L.) by 
flavonoid content.

Romani A(1), Vignolini P, Galardi C, Mulinacci N, Benedettelli S, Heimler D.

Author information:
(1)Dipartimento di Scienze Farmaceutiche, Università degli Studi di Firenze, via 
U. Schiff 6, 50019 Sesto Fiorentino, Italy.

The flavonoid composition of three phenotypes of ""Zolfino"" landraces, a typical 
bean grown in Tuscany, has been elucidated by means of HPLC-DAD and HPLC-MS 
analysis. Flavonols, isoflavones, and anthocyanins have been separated and 
determined in the different samples chosen on the basis of their seed coat 
color. A flavonol that has not been previously found in Phaseolus vulgaris L. 
seeds has been characterized. The quantitative data show the presence of 
flavonols (ranging from 709 to 118 mg/kg of fresh weight), isoflavones (ranging 
from 14 to 2 mg/kg of fresh weight), and anthocyanins, in black beans only. 
These results show that this genotype could be very interesting from a 
nutritional point of view.

DOI: 10.1021/jf0307402
PMID: 15186105 [Indexed for MEDLINE]"
411,"Romani A., Pinelli P., Cantini C., Cimato A., Heimler D.",2006,"Characterization of Violetto di Toscana, a typical Italian variety of artichoke (Cynara scolymus L.)",ROMANI 2006,Food Chemistry,95,2,221-225,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      ,
675,"Romero C., Garcia P., Brenes M., Garcia A., garrido A.",2002,Phenolic compounds in natural black Spanish olive varieties,ROMERO 2002_01,European Food Research and Technology,215,,489-496,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      ,
677,"Romero C., Brenes M., Garcia P., Garrido A.",2002,"Hydroxytyrosol 4-b-D-glucoside, an important phenolic compound in olive fruits and derived products",ROMERO 2002_02,Journal of Agricultural and Food Chemistry,50,,3835-3839,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      ,"1. J Agric Food Chem. 2002 Jun 19;50(13):3835-9. doi: 10.1021/jf011485t.

Hydroxytyrosol 4-beta-D-glucoside, an important phenolic compound in olive 
fruits and derived products.

Romero C(1), Brenes M, García P, Garrido A.

Author information:
(1)Food Biotechnology Department, Instituto de la Grasa (CSIC), Avenida Padre 
García Tejero 4, 41012 Sevilla, Spain. crb@cica.es

There is increasing interest in olive polyphenols because of their biological 
properties as well as their contribution to the color, taste, and shelf life of 
olive products. However, some of these compounds remain unidentified. It has 
been shown that hydroxytyrosol 4-beta-D-glucoside 
(4-beta-D-glucosyl-3-hydroxyphenylethanol) coeluted with hydroxytyrosol 
[(3,4-dihydroxyphenyl)ethanol] under reversed phase conditions in the phenolic 
chromatograms of olive pulp, vegetation water, and pomace of olive oil 
processing. A method to separate this compound from hydroxytyrosol by HPLC has 
been developed. The concentration of this glucoside increased in olive pulp with 
maturation and could be the main phenolic compound in mature olives. In 
contrast, the presence of this compound was not detected in olive oil by using 
HPLC-MS. The compound must be considered both in table olives and olive oil 
processing because of its glucose and hydroxytyrosol contribution to these 
products.

DOI: 10.1021/jf011485t
PMID: 12059168 [Indexed for MEDLINE]"
274,"Romero-Perez A.I., Lamuela-Raventos R.M., Waterhouse A.L., De la Torre-Boronat M.C.",1996,Levels of cis- and trans-resveratrol and their glucosides in white and rose Vitis vinifera wines from Spain,ROMERO-PEREZ 1996,Journal of Agricultural and Food Chemistry,44,8,2124-2128,2005-05-08 11:39:23 UTC,2015-04-13 21:45:24 UTC      ,
273,"Romero-Perez A.I., Ibern-Gomez M., Lamuela-Raventos R.M., De la Torre-Boronat M.C.",1999,"Piceid, the major resveratrol derivative in grape juices",ROMERO-PEREZ 1999,Journal of Agricultural and Food Chemistry,47,4,1533-1536,2005-05-08 11:39:23 UTC,2015-04-14 13:49:51 UTC      ,"1. J Agric Food Chem. 1999 Apr;47(4):1533-6. doi: 10.1021/jf981024g.

Piceid, the major resveratrol derivative in grape juices.

Romero-Pérez AI(1), Ibern-Gómez M, Lamuela-Raventós RM, de La Torre-Boronat MC.

Author information:
(1)Nutrició i Bromatologia, CèRTA, Facultat de Farmàcia, Universitat de 
Barcelona, Spain.

The levels of trans-piceid, cis-piceid, trans-resveratrol, and cis-resveratrol 
have been measured in 36 grape juices using an HPLC system with spectral 
analysis of eluting peaks. The piceid (glucosides) were the major component in 
the grape juices. In red grape juices the average concentrations were 3.38 mg/L 
for trans-piceid, 0.79 mg/L for cis-piceid, 0.50 mg/L for trans-resveratrol, and 
0.06 mg/L for cis-resveratrol. In white grape juices the levels were, on 
average, 0.18 mg/L for trans-piceid, 0.26 mg/L for cis-piceid, and 0.05 mg/L for 
trans-resveratrol, and cis-resveratrol was not detected in any sample. Levels of 
total resveratrol (trans- and cis-resveratrol and -piceid) found in red and in 
white grape juices are similar to those described in Spanish red and white 
wines. Due to their resveratrol content, as well as other phenolics, grape 
juices may have a beneficial health effect of interest to those who cannot drink 
wine.

DOI: 10.1021/jf981024g
PMID: 10564012 [Indexed for MEDLINE]"
202,"Rommel A., Wrolstad R.E.",1993,"Ellagic acid content of red raspberry juice as influenced by cultivar, processing, and environmental factors",ROMMEL 1993_01,Journal of Agricultural and Food Chemistry,41,11,1951-1960,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      ,
233,"Rommel A., Wrolstad R.E.",1993,"Composition of flavonols in red raspberry juice as inflenced by cultivar, processing, and environmental factors",ROMMEL 1993_02,Journal of Agricultural and Food Chemistry,41,11,1941-1950,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      ,
1031,"Rondini L., Peyrat-Maillard M.N., Marsset-Baglieri A., Berset C.",2002,Sulfated ferulic acid is the main in vivo metabolite found after short-term ingestion of free ferulic acid in rats,RONDINI 2002,J Agric Food Chem,50,10,3037-41,2015-04-13 21:45:29 UTC,2015-04-14 13:49:53 UTC      ,
513,"Rong H., Zhao Y., Lazou K., de Keukeleire D., Milligan S.R., Sandra P.",2000,"Quantitation of 8-prenylnaringenin, a novel phytooestrogen in hops (Humulus lupulus L.), hop products, and beers, by Benchtop HPLC-MS using Electrospray Ionization",RONG 2000,Chromatographia,51,09-Oct,545-552,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      ,
998,"Roowi S., Mullen W., Edwards C.A., Crozier A.",2009,Yoghurt impacts on the excretion of phenolic acids derived from colonic breakdown of orange juice flavanones in humans,ROOWI 2009,Mol Nutr Food Res,53 Suppl 1,,S68-75,2015-04-13 21:45:29 UTC,2015-04-14 13:49:54 UTC      ,"1. Mol Nutr Food Res. 2009 May;53 Suppl 1:S68-75. doi: 10.1002/mnfr.200800287.

Yoghurt impacts on the excretion of phenolic acids derived from colonic 
breakdown of orange juice flavanones in humans.

Roowi S(1), Mullen W, Edwards CA, Crozier A.

Author information:
(1)Division of Environmental and Evolutionary Biology, University of Glasgow, 
Glasgow, UK.

Human urine was collected over a 24 h period after the consumption of 250 mL of 
(i) water, (ii) orange juice, and (iii) orange juice plus 150 mL of full fat 
natural yoghurt. The orange juice contained 168 micromol of 
hesperetin-7-O-rutinoside and 18 micromol of naringenin-7-O-rutinoside. GC-MS 
analysis of the urine identified nine phenolic acids, five of which, 
3-hydroxyphenylacetic acid, 3-hydroxyphenylhydracrylic acid, dihydroferulic 
acid, 3-methoxy-4-hydroxyphenylhydracrylic acid and 3-hydroxyhippuric acid, were 
associated with orange juice consumption indicating that they were derived from 
colonic catabolism of hesperetin-7-O-rutinoside. The overall 0-24 h excretion of 
the five phenolic acids was 6.7 +/- 1.8 micromol after drinking water and this 
increased significantly (p < 0.05) to 62 +/- 18 micromol, equivalent to 37% of 
the ingested flavanones, following orange juice consumption. When the orange 
juice was ingested with yoghurt excretion fell back markedly to 9.3 +/- 4.4 
micromol. This was not due to a difference in mouth to caecum transit time, as 
measured with breath hydrogen production, though possibly there may have been a 
slowing of the bulk of the meal reaching the large intestine which may then have 
altered the catabolism of the flavanones to phenolic acids by the colonic 
microbiota.

DOI: 10.1002/mnfr.200800287
PMID: 19415668 [Indexed for MEDLINE]"
