abstract,relevance
"1. J Agric Food Chem. 2001 Mar;49(3):1410-6. doi: 10.1021/jf000595h.

Comparison of volatiles, phenolics, sugars, antioxidant vitamins, and sensory 
quality of different colored carrot varieties.

Alasalvar C(1), Grigor JM, Zhang D, Quantick PC, Shahidi F.

Author information:
(1)Food Research Center, University of Lincolnshire and Humberside, Brayford 
Pool, Lincoln LN6 7TS, United Kingdom. calasalvar@lincoln.ac.uk

Four different colored carrots, orange, purple with orange core, yellow, and 
white, were examined for their content of phenolics, antioxidant vitamins, and 
sugars as well as their volatiles and sensory responses. A total of 35 volatiles 
were identified in all carrots, 27 positively. White carrot contained the 
highest content of volatiles, followed by orange, purple, and yellow. In total, 
11, 16, 10, and 9 phenolic compounds were determined for the first time in 
orange, purple, yellow, and white carrots, respectively. Of these, chlorogenic 
acid was the most predominant phenolic compound in all carrot varieties. 
Differences (p < 0.05) in relative sweetness, the contents of vitamin C and 
alpha- and beta-carotenes, and certain flavor characteristics were observed 
among the colored carrot varieties examined. Purple carrots contained 2.2 and 
2.3 times more alpha- and beta-carotenes (trace in yellow; not detected in 
white) than orange carrots, respectively. Purple carrot may be used in place of 
other carrot varieties to take advantage of its nutraceutical components.

DOI: 10.1021/jf000595h
PMID: 11312873 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2010 Aug 11;58(15):8674-9. doi: 10.1021/jf101039f.

Effects of roasting on taste-active compounds of Turkish hazelnut varieties ( 
Corylus avellana L.).

Alasalvar C(1), Pelvan E, Amarowicz R.

Author information:
(1)TUBITAK Marmara Research Center, Food Institute, P.O. Box 21, 41470 
Gebze-Kocaeli, Turkey. cesarettin.alasalvar@mam.gov.tr

The effect of roasting on taste-active components of 18 native hazelnut 
varieties, grown in the Giresun province of Turkey, was assessed. Samples were 
examined for their sugars, organic acids, condensed tannins, and free phenolic 
acids. Six sugars (fructose, glucose, sucrose, myo-inositol, raffinose, and 
stachyose), seven organic acids (oxalic, maleic, citric, malic, lactic, 
succinic, and acetic), and one phenolic acid (gallic acid) were positively 
identified in natural and roasted hazelnut varieties; among these, sucrose, 
malic acid, and gallic acid predominated, respectively. Total sugars among 
hazelnut varieties ranged from 1.99 to 4.94 g/100 g, organic acids from 0.96 to 
2.72 g/100 g, condensed tannins from 3.99 to 40.56 mg of catechin equivalents/g, 
and gallic acid from 0.159 to 0.871 mg/100 g. Differences existed in the sugar 
and organic acid contents between natural and roasted hazelnut varieties, but 
they did not follow any particular trend. Significant losses (p < 0.05) in 
condensed tannins ( approximately 97.3%) and gallic acid ( approximately 66.7%) 
were noted when the hazelnuts were roasted. The present work suggests that 
roasting resulted in significant loss in condensed tannins and gallic acid due 
to the removal of the brown skin. The effect of roasting on sugars and organic 
acids was not noteworthy.

DOI: 10.1021/jf101039f
PMID: 20681657 [Indexed for MEDLINE]",1
"1. J Chromatogr A. 2004 Oct 29;1054(1-2):175-80. doi:
10.1016/j.chroma.2004.07.092.

Development of a rapid method based on solid-phase extraction and liquid 
chromatography with ultraviolet absorbance detection for the determination of 
polyphenols in alcohol-free beers.

García AA(1), Grande BC, Gándara JS.

Author information:
(1)Nutrition and Bromatology Group, Analytical and Food Chemistry Department, 
Faculty of Food Science and Technology, University of Vigo, Ourense Campus, 
32004 Ourense, Spain.

An analytical method based on solid-phase extraction (SPE) and followed by 
liquid chromatographic separation and ultraviolet detection (HPLC-UV) is 
proposed for the determination of 10 phenolic compounds which participate on 
beer stability and sensory properties in alcohol-free beers. Acetonitrile was 
found to be the most appropriate solvent for the elution of polyphenolic 
compounds adsorbed on C18 cartridges. The performance of the method was assessed 
by the evaluation of parameters such as absolute recovery (generally higher than 
60%), repeatability (lower than 10%), linearity (r2 higher than 0.993) and 
limits of quantitation (ranging from 1 to 37 microg/L); no matrix effects were 
observed. The polyphenol content of different Spanish alcohol-free beers is 
presented. Five phenolic compounds such as protocatechuic, p-coumaric, ferulic, 
caffeic acids, and (+)-catechin were identified at levels lower than 10 mg/L.

DOI: 10.1016/j.chroma.2004.07.092
PMID: 15553142 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2001 Aug;49(8):3761-7. doi: 10.1021/jf010021s.

Determination of polyphenolic profiles of Basque cider apple varieties using 
accelerated solvent extraction.

Alonso-Salces RM(1), Korta E, Barranco A, Berrueta LA, Gallo B, Vicente F.

Author information:
(1)Department of Analytical Chemistry, Faculty of Sciences, Universidad del País 
Vasco/ Euskal Herriko Unibertsitatea, P.O. Box 644, E-48080 Bilbao, Spain.

Polyphenols in the peel and pulp of 15 Basque cider apple varieties were 
determined by accelerated solvent extraction followed by reversed phase 
high-performance liquid chromatography with diode array detection. It was 
observed that the polyphenolic composition in apple peel depended on varieties, 
whereas the main classes of phenolic compounds in apple pulp were flavan-3-ols 
and hydroxycinnamic acids in all cases, representing both together between 86 
and 95% of total polyphenols assayed.

DOI: 10.1021/jf010021s
PMID: 11513662 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2004 May 19;52(10):2938-52. doi: 10.1021/jf035416l.

Polyphenolic profiles of Basque cider apple cultivars and their technological 
properties.

Alonso-Salces RM(1), Barranco A, Abad B, Berrueta LA, Gallo B, Vicente F.

Author information:
(1)Departamento de Química Analítica, Facultad de Ciencias, Universidad del País 
Vasco/Euskal Herriko Unibertsitatea, P.O. Box 644, E-48080 Bilbao, Spain.

The polyphenolic compositions of 31 Basque cider apple cultivars were determined 
in pulp, peel, and juice by high-performance liquid chromatography with diode 
array detection analysis of crude extracts and after thiolysis. Total 
polyphenols are distributed in a wide concentration range depending on the 
cultivar. Procyanidins are the class of polyphenols that present major 
concentrations in apple. Their average degrees of polymerization range from 4 to 
8 depending on the cultivar. Apple cultivars were technologically classified 
into bitter and nonbitter categories using different classification systems 
obtained by applying several pattern recognition techniques, such as principal 
component analysis, K-nearest neighbors, soft independent modeling of class 
analogy, partial least-squares, and multilayer feed-forward-artificial neural 
networks, to apple pulp, peel, or juice data (individual polyphenol 
concentrations, total procyanidin content, and the average degree of 
polymerization of procyanidins). Bitter apple cultivars present higher contents 
of flavan-3-ols and/or dihydrochalcones than nonbitter cultivars. Detailed 
knowledge of the polyphenolic profile of each apple cultivar affords information 
about their susceptibility to oxidation, their sensory properties (bitterness, 
astringency), and their possible influence on the characteristics and quality of 
the final product (juice, cider) when apples are processed.

DOI: 10.1021/jf035416l
PMID: 15137839 [Indexed for MEDLINE]",1
"1. Food Chem. 2013 Dec 1;141(3):2122-9. doi: 10.1016/j.foodchem.2013.04.118. Epub
 2013 May 9.

Changes on indigenous microbiota, colour, bioactive compounds and antioxidant 
activity of pasteurised pomegranate juice.

Mena P(1), Vegara S, Martí N, García-Viguera C, Saura D, Valero M.

Author information:
(1)Departamento de Ciencia y Tecnología de Alimentos, CEBAS-CSIC, P.O. Box 164, 
E-30100, Espinardo, Murcia, Spain.

Juices prepared from arils of 'Mollar' pomegranates were analysed for naturally 
occurring microorganisms, CIE Lab colour parameters, total phenols, anthocyanins 
and punicalagins, ellagic acid content and antioxidant capacity before and after 
low-, mild- and high-temperature pasteurisations (LTPs, MTPs and HTPs): 65, 80 
and 90 °C for 30 or 60s. Mean aerobic plate count (APC), yeast and mold count 
(YMC), and lactic acid bacteria (LAB) for fresh juices were 5.7, 5.36 and 4.0 
log CFU/mL, respectively. MTPs and HTPs were sufficiently effective to decrease 
APCs to nil or negligible levels. An increase in CIE a values and decrease in 
CIE b values were the characteristic colour changes in heat-treated juices. The 
effect of pasteurisations showed that total phenols, punicalagins and ellagic 
acid were not much affected by thermal processing. Total anthocyanin content and 
antioxidant capacity were substantially and significantly influenced by the heat 
treatment applied. A linear relationship was observed between Trolox equivalent 
antioxidant capacity (TEAC) values and total anthocyanins, suggesting that they 
contributed strongly to the antioxidant capacity of pomegranate juice.

Copyright © 2013 Elsevier Ltd. All rights reserved.

DOI: 10.1016/j.foodchem.2013.04.118
PMID: 23870937 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2000 Dec;48(12):6292-7. doi: 10.1021/jf000849z.

Influence of jam processing on the radical scavenging activity and phenolic 
content in berries.

Amakura Y(1), Umino Y, Tsuji S, Tonogai Y.

Author information:
(1)National Institute of Health Sciences, Osaka Branch, 1-1-43, Hoenzaka, 
Chuo-ku, Osaka 540-0006, Japan. amkura@nihs.gov.jp

Six selected phenolic aglycons (caffeic and ellagic acids, kaempferol, 
quercetin, myricetin, and morin) in nine types of berries, and their changes as 
influenced by jam processing, have been evaluated using optimized HPLC with 
diode-array detection. The berry samples, fresh and after jam processing, were 
analyzed, and the total amounts of selected phenolics as aglycons were 
identified and determined by acid hydrolysis. Their contents in fresh and jam 
samples did not indicate appreciable changes; therefore, the influence of jam 
processing on these selected phenolics in berries was suggested to be small, and 
was mostly present in berries as several conjugated forms that were 
glycosylated, esterified, etc., in the samples. The total phenolic content of 
each sample was also determined by the Folin-Ciocalteu method. The three samples 
of each berry, namely fresh, jam, and acid hydrolysate of the berry, had similar 
total phenolic contents. On the other hand, the scavenging effect on the 
1,1-diphenyl-2-picrylhydrazyl (DPPH) radical was measured, and acid hydrolysates 
showed stronger activity than that of the fresh and jam-processed samples for 
all of the berry types.

DOI: 10.1021/jf000849z
PMID: 11312801 [Indexed for MEDLINE]",1
"1. Eur J Clin Nutr. 2007 Apr;61(4):472-7. doi: 10.1038/sj.ejcn.1602543. Epub 2006
 Oct 18.

Pharmacokinetics of the citrus flavanone aglycones hesperetin and naringenin 
after single oral administration in human subjects.

Kanaze FI(1), Bounartzi MI, Georgarakis M, Niopas I.

Author information:
(1)Department of Pharmacy, Aristotle University of Thessaloniki, Thessaloniki, 
Greece.

BACKGROUND AND OBJECTIVE: Hesperetin and naringenin, the aglycones of the 
flavanone glycosides hesperidin and naringin, occur naturally in citrus fruits. 
They exert interesting pharmacological properties such as antioxidant, 
anti-inflammatory, blood lipid and cholesterol lowering and are considered to 
contribute to health benefits in humans. However, no information is available on 
the pharmacokinetics of the citrus flavanones hesperetin and naringenin after 
their oral administration to humans as pure aglycones. Therefore, the objective 
of the present investigation was the evaluation of the pharmacokinetic 
parameters of hesperetin and naringenin in plasma and urine, after their single 
oral administration in humans in the form of solid dispersion capsules, and also 
to improve the absorption rate of flavanones by using aglycones rather than the 
naturally occurring glycosides.
DESIGN: Six healthy volunteers received orally 135 mg of each compound, 
hesperetin and naringenin, under fasting conditions. Blood samples were 
collected at 14 different time points over a 12 h period. Urine was collected 
over 24 h, in five sequential timed intervals. Plasma and urine hesperetin and 
naringenin concentrations, after enzymatic hydrolysis of their conjugated forms, 
were measured using validated high-pressure liquid chromatography methods. 
Pharmacokinetic parameters for hesperetin and naringenin, such as C(max), 
T(max), AUC(0-t), AUC(0-infinity), CL/F, V/F, t(1/2), MRT, A(e), A(e)((0-24)), 
and R(max) were calculated from their plasma or urine concentrations.
RESULTS: Pharmacokinetic analysis showed that both hesperetin and naringenin 
were rapidly absorbed and their concentrations in plasma observed 20 min after 
dosing and reached a peak in 4.0 and 3.5 h, respectively. The mean peak plasma 
concentration (C(max)) for hesperetin and naringenin were 825.78+/-410.63 ng/ml 
(2731.8+/-1358.4 nmol/l) and 2009.51+/-770.82 ng/ml (7386.6+/-2833.4 nmol/l), 
respectively and the mean AUC(0-infinity) values were 4846.20+/-1675.99 ng h/ml 
and 9424.52+/-2960.52 ng h/ml for hesperetin and naringenin, respectively. The 
elimination half-life for hesperetin was found to be 3.05+/-0.91 h and for 
naringenin 2.31+/-0.40 h, respectively. The mean values of the relative 
cumulative urinary excretion, as percentage of the administered dose, for 
hesperetin and naringenin, were found to be 3.26+/-0.44 and 5.81+/-0.81%, 
respectively.
CONCLUSIONS: Oral administration of the flavanone aglycones, hesperetin and 
naringenin, lead to their rapid absorption as their conjugated forms. The 
cumulative urinary recovery data indicated low bioavailability for both 
flavanone aglycones, owing to extensive first-pass metabolism partly by cleavage 
of the C-ring by the enzymes of intestinal bacteria leading to degradation 
products such as phenolic acids.

DOI: 10.1038/sj.ejcn.1602543
PMID: 17047689 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2000 Oct;48(10):4565-70. doi: 10.1021/jf0001684.

Ellagic acid, vitamin C, and total phenolic contents and radical scavenging 
capacity affected by freezing and frozen storage in raspberry fruit.

de Ancos B(1), González EM, Cano MP.

Author information:
(1)Department of Plant Foods Science and Technology, Instituto del Frío, CSIC, 
Cuidad Universitaria s/n, 28040 Madrid, Spain.

The ellagic acid, total phenolic, and vitamin C contents in four raspberry 
cultivars (Heritage, Autumn Bliss, Rubi, and Zeva) grown in Spain were detected 
and quantified by HPLC in fresh, just frozen, and stored fruits at -20 degrees C 
for a one year period. Ellagic acid [207-244 mg kg(-)(1) of fresh weight (fw)], 
total phenolic (137-1776 mg kg(-)(1) of fw), and vitamin C (221-312 mg kg(-)(1) 
of fw) contents in raw material were higher in the late cultivars Zeva and Rubi 
than in the early cultivars Autumn Bliss and Heritage. The freezing process 
slightly affected the values of extracted ellagic acid, total phenolic, and 
vitamin C content. At the end of long-term frozen storage (12 months), no 
significant change of total phenolic content extracted was observed, but 
significant decreases of 14-21% in ellagic acid and of 33-55% in vitamin C were 
quantified. Free radical scavenging capacity measured as antiradical efficiency 
(AE) depends on the seasonal period of harvest. Late cultivars, Rubi (6.1 x 
10(-)(4)) and Zeva (10.17 x 10(-)(4)), showed higher AE than early cultivars, 
Heritage (4.02 x 10(-)(4)) and Autumn Bliss (4.36 x 10(-)(4)). The freezing 
process produced a decrease of AE values in the four cultivars ranging between 4 
and 26%. During the frozen storage, the AE values reached after the freezing 
process remained unchanged.

DOI: 10.1021/jf0001684
PMID: 11052701 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2000 Mar;48(3):873-9. doi: 10.1021/jf990747c.

Frozen storage effects on anthocyanins and volatile compounds of raspberry 
fruit.

de Ancos B(1), Ibañez E, Reglero G, Cano MP.

Author information:
(1)Department of Plant Foods Science and Technology, Instituto del Frío, CSIC, 
Ciudad Universitaria s/n, 28040 Madrid, Spain.

The quantitative and qualitative evolution of the anthocyanins and volatile 
compounds of four raspberry cultivars (cvs. Heritage, Autumn Bliss, Zeva, and 
Rubi) growing in Spain were analyzed raw, just frozen, and during long-term 
frozen storage at -20 degrees C for a 1 year period. HS-SPME coupled with GC-MS 
and HPLC techniques were employed to study the evolution of the volatile 
compounds and the individual anthocyanins, respectively. The volatile aroma 
composition changes produced by the freezing process and long-term frozen 
storage were minimal. Only a significant increase in extraction capacity was 
obtained for alpha-ionone (27%) and for caryophyllene (67%) in Heritage at 12 
months of storage. The stability of anthocyanins to freezing and frozen storage 
depends on the seasonal period of harvest. Heritage and Autumn Bliss (early 
cultivars) were less affected by processing and long-term frozen storage (1 
year), and the total pigment extracted showed the tendency to increase 17 and 
5%, respectively. Rubi and Zeva (late cultivars) suffered a decreased trend on 
the total anthocyanin content of 4% for Rubi and 17.5% for Zeva. Cyanidin 
3-glucoside most easily suffered the degradative reactions that take place 
during processing and the storage period.

DOI: 10.1021/jf990747c
PMID: 10725166 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2000 Aug;48(8):3106-11. doi: 10.1021/jf000354+.

Potential antioxidants in beer assessed by ESR spin trapping.

Andersen ML(1), Outtrup H, Skibsted LH.

Author information:
(1)Food Chemistry, Department of Dairy and Food Science, Royal Veterinary and 
Agricultural University, Frederiksberg C, Denmark. mola@kvl.dk

A number of potential antioxidants have been evaluated for their effect on 
formation of radicals in beer using the electron spin resonance (ESR) lag phase 
method. Sulfite was found to be the only compound that was able to delay the 
formation of radicals, whereas phenolic compounds such as phenolic acids, 
catechin, epicatechin, and proanthocyanidin dimers had no effect on the 
formation of radicals. Ascorbate, cystein, and cysteamin were on the other hand 
found to be prooxidants. It is suggested that antioxidants must be able to 
either scavenge peroxides or trap metal ions in order to be effective in beer. 
The effectiveness of sulfite is suggested to be a consequence of its 
two-electron nonradical producing reaction with peroxides.

DOI: 10.1021/jf000354+
PMID: 10956077 [Indexed for MEDLINE]",1
"1. Int J Vitam Nutr Res. 2003 Mar;73(2):152-9. doi: 10.1024/0300-9831.73.2.152.

Influence of cooking process on phenolic marker compounds of vegetables.

Andlauer W(1), Stumpf C, Hubert M, Rings A, Fürst P.

Author information:
(1)Institute for Biological Chemistry & Nutrition, University of Hohenheim, 
D-70593 Stuttgart, Germany. Wilfried.Andlauer@hevs.ch

Phenolic compounds are secondary plant metabolites which have long been 
associated with flavor and color characteristics of fruits and vegetables. These 
phenolic compounds attract great interest due to their postulated health 
protecting properties. However, adequate intakes and absorption rate of phenolic 
compounds are necessary for these beneficial effects. Until now, little is known 
about alterations of phenolic compounds content by the cooking process. In the 
present study, the influence of different volumes of cooking water on the amount 
of selected phenolic marker compounds resting in the vegetables was assessed. In 
zucchini, rutin was quantified as a marker for flavonoid glycosides. Chlorogenic 
acid, representative of phenolic acids was analyzed in carrots. In beans, rutin 
and quercitrin, both belonging to flavonoid glycosides, were investigated. In 
potatoes, chlorogenic and caffeic acid were determined. The cooking of zucchini, 
beans and carrots with smaller amounts of water resulted in significant higher 
content of phenolic phytochemicals in the vegetables compared to cooking with 
larger water volumes. For potatoes, which showed great variations in content of 
phenolic acids after cooking, no significant differences in phenolic acids was 
observed. It can be concluded from these observations, that real intakes of 
phenolic compounds from cooked vegetables are lower and that the amounts 
consumed are therefore overestimated.

DOI: 10.1024/0300-9831.73.2.152
PMID: 12747223 [Indexed for MEDLINE]",1
"1. J Sci Food Agric. 2015 Mar 30;95(5):1103-15. doi: 10.1002/jsfa.7007. Epub 2014
 Dec 30.

Soluble and cell wall-bound phenolic acids and ferulic acid dehydrodimers in rye 
flour and five bread model systems: insight into mechanisms of improved 
availability.

Dynkowska WM(1), Cyran MR, Ceglińska A.

Author information:
(1)Department of Plant Biochemistry and Physiology, Plant Breeding and 
Acclimatization Institute - National Research Institute, Radzikow, PL-05-870, 
Blonie, Poland.

BACKGROUND: The bread-making process influences bread components, including 
phenolics that significantly contribute to its antioxidant properties. Five 
bread model systems made from different rye cultivars were investigated to 
compare their impact on concentration of ethanol-soluble (free and ester-bound) 
and insoluble phenolics.
RESULTS: Breads produced by a straight dough method without acid addition (A) 
and three-stage sourdough method with 12 h native starter preparation (C) 
exhibited the highest, genotype-dependent concentrations of free phenolic acids. 
Dough acidification by direct acid addition (method B) or by gradual production 
during prolonged starter fermentation (24 and 48 h, for methods D and E) 
considerably decreased their level. However, breads B were enriched in soluble 
ester-bound fraction. Both direct methods, despite substantial differences in 
dough pH, caused a similar increase in the amount of insoluble ester-bound 
fraction. The contents of phenolic fractions in rye bread were positively 
related to activity level of feruloyl esterase and negatively to those of 
arabinoxylan-hydrolysing enzymes in wholemeal flour.
CONCLUSION: The solubility of rye bread phenolics may be enhanced by application 
of a suitable bread-making procedure with respect to rye cultivar, as the 
mechanisms of this process are also governed by a response of an individual 
genotype with specific biochemical profile.

© 2014 The Authors. Journal of the Science of Food and Agriculture published by 
John Wiley & Sons Ltd on behalf of Society of Chemical Industry.

DOI: 10.1002/jsfa.7007
PMCID: PMC4368412
PMID: 25410263 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2000 Jul;48(7):2837-42. doi: 10.1021/jf991266w.

Content of phenolic acids and ferulic acid dehydrodimers in 17 rye (Secale 
cereale L.) varieties.

Andreasen MF(1), Christensen LP, Meyer AS, Hansen A.

Author information:
(1)Department of Fruit, Vegetable and Food Science, Danish Institute of 
Agricultural Sciences, Kirstinebjergvej 10, DK-5792 Aarslev, Denmark. 
mette.andreasen@agrsci.dk

The contents of pnenolic acids and ferulic acid dehydrodimers were quantified by 
HPLC analysis after alkaline hydrolysis in kernels of 17 rye (Secale cereale L.) 
varieties grown in one location in Denmark during 1997 and 1998. Significant 
variations (P < 0.05) with regard to the concentration of the analyzed 
components were observed among the different rye varieties and also between 
different harvest years. However, the content of phenolic acids in the analyzed 
rye varieties was narrow compared to cereals such as wheat and barley. The 
concentration of ferulic acid, the most abundant phenolic acid ranged from 900 
to 1170 microgram g(-1) dry matter. The content in sinapic acid ranged from 70 
to 140 microgram g(-1) dry matter, p-coumaric acid ranged from 40 to 70 
microgram g(-1) dry matter, and caffeic, p-hydroxybenzoic, protocatechuic, and 
vanillic acids were all detected in concentrations less than 20 microgram g(-1) 
dry matter. The most abundant ferulic acid dehydrodimer 8-O-4 -DiFA was 
quantified in concentrations from 130 to 200 microgram g(-1) dry matter followed 
by 8,5 -DiFA benzofuran form (50-100 microgram g(-1) dry matter), 5,5 -DiFA 
(40-70 microgram g(-1) dry matter), and 8,5 -DiFA (20-40 microgram g(-1) dry 
matter).

DOI: 10.1021/jf991266w
PMID: 11032481 [Indexed for MEDLINE]",1
